Food_Code,Food_Name,Description,Group,Protein,Fat,Carbohydrate,Energy,Total_sugars
18-330,"Chicken, light meat, roasted","19 samples, fresh and frozen",MCA,30.2,3.6,0,153,0
18-488,"Chicken, meat, average, raw",Calculated from 44% light meat and 56% dark meat,MCA,22.3,2.1,0,108,0
18-331,"Chicken, meat, average, roasted",Calculated from 46% light meat and 54% dark meat from fresh and frozen chicken,MCA,27.3,7.5,0,177,0
18-327,"Chicken, portions, not coated, deep-fried, meat and skin","10 samples of wing quarters, leg quarters and chicken halves from fish and chip shops",MCA,26.9,16.8,0,259,0
18-328,"Chicken, portions, not coated, deep-fried, meat and skin, weighed with bone",Calculated from 18-327,MCA,18.6,11.6,0,179,0
18-316,"Chicken, skin, casseroled",20 samples,MCA,13.4,39.3,0,407,0
18-292,"Chicken, skin, raw",25 samples,MCA,9.7,48.3,0,474,0
18-332,"Chicken, skin, roasted/grilled, dry","34 samples, crisp skin",MCA,21.5,46.1,0,501,0
18-333,"Chicken, skin, roasted/grilled, moist",32 samples,MCA,17,42.6,0,452,0
19-569,"Chicken, stir-fried with mushrooms and cashew nuts, homemade",Recipe,MR,18.4,7,4.8,160,2.2
19-570,"Chicken, stir-fried with peppers in black bean sauce, homemade",Recipe,MR,19,4.2,2.7,124,2.4
19-521,"Chicken, stir-fried with rice and vegetables, retail, reheated","6 samples. 10-13% meat, frozen, fried in corn oil",MR,6.5,4.6,17.1,132,3.9
18-317,"Chicken, thighs, casseroled, meat and skin",Calculated from 77% dark meat and 23% skin from fresh and frozen chicken,MCA,21.5,16.3,0,233,0
18-318,"Chicken, thighs, casseroled, meat and skin, weighed with bone",Calculated from 18-317,MCA,17.8,13.5,0,193,0
18-319,"Chicken, thighs, casseroled, meat only, diced",10 samples of skinless thighs,MCA,25.6,8.6,0,180,0
18-303,"Chicken, whole, corn-fed, raw, meat and skin","Calculated from 42% light meat, 35% dark meat and 23% skin",MCA,18.8,15.9,0,218,0
18-304,"Chicken, whole, corn-fed, raw, meat and skin, weighed with bone",Calculated from 18-303,MCA,12.2,10.3,0,142,0
18-346,"Chicken, whole, corn-fed, roasted, meat and skin","Calculated from 40% light meat, 43% dark meat and 17% skin",MCA,24,13.2,0,215,0
18-347,"Chicken, whole, corn-fed, roasted, meat and skin, weighed with bone",Calculated from 18-346,MCA,14.4,7.9,0,129,0
18-297,"Chicken, whole, raw, meat and skin","Calculated from 33% light meat, 42% dark meat and 25% skin",MCA,19.1,13.8,0,201,0
18-298,"Chicken, whole, raw, meat and skin, weighed with bone",Calculated from 18-297,MCA,12.4,9,0,131,0
18-341,"Chicken, whole, roasted, meat and skin","Calculated from 40% light meat, 47% dark meat and 13% skin from fresh and frozen chicken",MCA,26.3,12.5,0,218,0
18-342,"Chicken, whole, roasted, meat and skin, weighed with bone",Calculated from 18-341,MCA,16.6,7.9,0,138,0
18-321,"Chicken, wing quarter, casseroled, meat and skin","Calculated from 60% light meat, 21% dark meat and 19% skin",MCA,24.4,12.5,0,210,0
18-322,"Chicken, wing quarter, casseroled, meat and skin, weighed with bone",Calculated from 18-321,MCA,16.3,8.4,0,141,0
18-320,"Chicken, wing quarter, casseroled, meat only",Calculated from 74% light meat and 26% dark meat from fresh and frozen chicken,MCA,26.9,6.3,0,164,0
18-295,"Chicken, wing quarter, raw, meat and skin","Calculated from 65% light meat, 11% dark meat and 24% skin",MCA,20.3,12.4,0,193,0
18-296,"Chicken, wing quarter, raw, meat and skin, weighed with bone",Calculated from 18-295,MCA,13.4,8.2,0,127,0
18-339,"Chicken, wing quarter, roasted, meat and skin",20 samples,MCA,24.8,14.1,0,226,0
18-340,"Chicken, wing quarter, roasted, meat and skin, weighed with bone",Calculated from 18-339,MCA,13.1,7.5,0,120,0
19-469,"Chicken/turkey pasties/slices, puff pastry","10 samples, 10 products, including chicken and mushroom and chicken and bacon",MI,8.1,18.5,23.9,289,1.2
18-503,"Chicken/turkey pieces, coated, baked","9 samples, 9 products, battered and breaded, including chicken nuggets, chicken dippers and turkey dinosaurs",MCA,14.4,13.9,19.6,256,1.1
13-586,"Chicory, pale variety, boiled in unsalted water","Cichorium intybus. Stem and inner leaves. Boiled for 7 minutes, based on boiled in salted water",DG,0.6,0.3,2.1,7,0.5
13-225,"Chicory, pale variety, raw",Cichorium intybus.Stem and inner leaves,DG,0.5,0.6,2.8,11,0.7
19-478,"Chilli con carne, homemade",Recipe,MR,9.2,7.5,4.4,120,2.9
19-208,"Chilli con carne, retail, reheated","11 samples, chilled and frozen",MR,7.7,4.3,7.1,96,2.7
19-527,"Chilli con carne, retail, reheated, with rice",Calculated from 60% chilli con carne (19-208) and 40% boiled white rice,MR,5.8,2.7,18.1,116,1.6
13-873,Chilli powder,Literature sources,H,13.5,14.3,N,N,7.2
17-719,Chilli sauce,"8 samples; assorted types, including garlic chilli sauce",WC,1.3,0.8,7.3,40,6.9
15-719,"Chilli, bean and lentil, homemade",Recipe,DR,5.3,2.5,13.2,92,3.5
15-720,"Chilli, Quorn, homemade",Recipe,DR,5.3,3.6,6.9,83,3.5
15-640,"Chilli, vegetable, homemade",Recipe from dietary survey records,DR,2.5,0.8,8.6,49,3.8
13-813,Chinese 5 spice,Calculated from recipe,H,9.5,8.7,N,N,N
16-011,"Chital, raw",Literature sources. Imported frozen from Bangladesh,JA,18.1,1.9,0,90,0
13-887,"Chives, fresh",Literature sources,H,3.3,0.7,1.9,27,1.9
15-721,"Cho cho fritters, fried in rapeseed oil, homemade",Recipe West Indian dish.,DR,4.7,12.4,16.6,192,2.9
13-228,"Cho cho, boiled in unsalted water","Also known as chayote, belongs to the gourd family Cucurbitaceae. Analytical and literature sources",DG,0.5,0.1,2.9,14,2.5
13-227,"Cho cho, raw","Also known as chayote, belongs to the gourd family Cucurbitaceae. Literature sources",DG,0.7,0.1,3.7,17,3.1
17-658,Chocolate covered bar with caramel and cereal,"6 samples, 6 products, including Balisto, Lion Bar, Picnic and Crispy Caramel",SEA,5.2,25.8,66.2,501,46.4
17-657,Chocolate covered caramel and biscuit fingers,"9 samples, 7 products, including Twix and equivalent (or 'similar') products",SEA,5,23.6,70,495,45.4
11-812,Chocolate covered wafer biscuit,"Including Kit Kat, Blue Riband, Time Out and Taxi",AM,5.5,28.6,61.1,509,45.1
17-687,Chocolate nut spread,"8 samples, 5 brands",SC,6.2,33,60.5,549,59.7
12-518,Chocolate nut sundae,Recipe,BP,2.6,15,33.5,271,29.9
17-659,Chocolate spread,"7 samples, 5 brands",SC,3.3,37.7,59.4,575,59.4
17-650,"Chocolate, dark, with crème or mint fondant centres","10 samples, 8 products, including After Eights and equivalent (or 'similar') products",SEA,3.7,16.3,71.9,431,62.9
17-690,"Chocolate, fancy and filled",10 samples of different brands,SEA,4.9,21.3,62.9,447,60
17-648,"Chocolate, milk","11 samples, 11 products",SEA,7.3,31.1,56,519,56
17-491,"Chocolate, plain","6 bars, 3 brands; 36-50% cocoa solids",SEA,5,28,63.5,510,62.6
17-091,"Chocolate, white","14 samples, 5 brands; buttons and bars",SEA,8,30.9,58.3,529,58.3
19-516,Chorizo,Manufacturers' data,MI,24,32.2,2.4,395,1.1
11-1050,"Choux buns, homemade",Recipe,AP,5.3,34.1,17.9,395,0.9
19-519,"Chow mein, beef, retail, reheated",12 samples from different shops. Noodles with beef and vegetables in sauce,MR,6.7,6,14.7,136,2.4
19-321,"Chow mein, chicken, takeaway",10 samples,MR,8.5,7.2,12.7,147,0.3
19-614,"Chow mein, pork and chicken, homemade",Recipe,MR,9.2,1.9,5.8,72,1.5
17-784,"Chutney, apple, homemade",Recipe,WCG,0.8,0.2,49.2,190,48.4
17-343,"Chutney, mango, sweet","10 samples, 5 brands",WE,0.7,0.1,48.3,189,45.7
17-345,"Chutney, tomato","9 samples, 5 brands",WCG,1.2,0.2,31,128,28.1
17-785,"Chutney, tomato, homemade",Recipe,WE,1,0.2,40.8,166,40.2
17-222,"Cider, dry","4.7-5.5% ABV. Including Strongbow, Blackthorn dry, Thatchers medium-dry and Savanna dry",QC,Tr,0,2.6,36,2.6
17-223,"Cider, low alcohol","<1% ABV. 10 samples, 3 brands including Kopparberg Pear non-alcoholic and own brands",QC,Tr,0,3.6,17,3.6
17-822,"Cider, strong","6-8.5% ABV. 3 samples of the same brand, including vintage varieties, Aspall Permier Cru, K Cider, Scrumpy Strong and Diamond White",QC,Tr,0,7.3,68,7.3
17-224,"Cider, sweet","3.5-5.0% ABV. 3 samples of different brands, including Woodpecker, Magners, Bulmers, Kopparberg, Stella Artois Pear Cidre, Jacques fruit cider and Thatchers rose cider",QC,Tr,0,4.3,42,4.3
13-874,"Cinnamon, ground",Literature sources,H,4,1.2,N,N,2.2
14-326,"Citrus fruit, soft/easy peelers, flesh only","22 samples, early and late winter, including clementines, mandarins, satsumas and tangerines",FA,0.7,0.2,9.6,41,9.6
14-348,"Citrus fruit, soft/easy peelers, flesh only, weighed with peel and pips",Calculated from 14-326 using edible conversion factor of 0.78,FA,0.5,0.2,7.5,32,7.5
13-816,"Cloves, dried",Literature sources,H,6,20.1,N,N,N
16-252,"Cockles, boiled",11 samples from assorted outlets; fresh and frozen,JM,12,0.6,Tr,53,Tr
15-722,"Coco fritters, fried in rapeseed oil, homemade","Recipe, West Indian dish containing taro, flour, eggs, baking powder and black pepper",DR,4.7,22.5,26.1,322,0.9
17-002,Cocoa butter,Analysis and literature sources,OE,Tr,99.5,0,896,0
12-545,Cocoa powder,"10 samples, 2 brands",BH,18.5,21.7,11.5,312,Tr
12-563,"Cocoa powder, made up with semi-skimmed milk","Recipe. Calculated from 4g powder, 4g sugar and 200ml milk",BH,3.7,2,6.7,58,6.5
12-564,"Cocoa powder, made up with skimmed milk","Recipe. Calculated from 4g powder, 4g sugar and 200ml milk",BH,3.7,0.6,6.7,46,6.5
12-565,"Cocoa powder, made up with whole milk","Recipe. Calculated from 4g powder, 4g sugar and 200ml milk",BH,3.6,3.9,6.6,74,6.3
17-786,"Coconut ice, homemade",Recipe,SEC,1.8,12.3,67.1,369,67.1
14-820,Coconut milk,Analysis and literature sources; drained fluid from fresh coconut,GA,0.3,0.3,4.9,22,4.9
14-890,"Coconut milk, reduced fat, retail",Estimated from label data,GA,0.7,7.7,2,79,1.1
14-889,"Coconut milk, retail",Estimated from 2013 label data,GA,1.1,16.9,3.3,169,2
14-873,"Coconut, desiccated",Analytical and literature sources,GA,5.6,62,6.4,604,6.4
14-816,"Coconut, flesh only, fresh","Flesh from kernel, no shell",GA,3.2,36,3.7,351,3.7
16-490,"Cod, dried, salted, boiled",Soaked 24 hours and boiled,JA,32.5,0.9,0,138,0
16-373,"Cod, flesh only, baked","11 samples, 11 products, frozen and chilled",JA,23.9,0.5,0,100,0
16-465,"Cod, flesh only, baked, weighed with bones and skin",Calculated from 16-373 using edible conversion factor of 0.89,JA,21.3,0.4,0,89,0
16-466,"Cod, flesh only, grilled",Calculated based on dry matter contents in raw and cooked  (29.0% weight loss - haddock in 2013 fish survey),JA,24.6,0.8,0,106,0
16-374,"Cod, flesh only, microwaved","11 samples, 11 products, frozen and chilled",JA,23.5,0.4,0,98,0
16-015,"Cod, flesh only, poached in milk, butter and salt added","Poached in milk, butter and salt added, fillets",JA,20.9,1.1,Tr,94,Tr
16-016,"Cod, flesh only, poached in milk, butter and salt added, weighed with bones and skin",Calculated from poached 16-015,JA,18.2,1,Tr,81,Tr
16-372,"Cod, flesh only, raw","11 samples, 11 products, frozen and chilled",JA,17.5,0.6,0,75,0
16-491,"Cod, flesh only, salted and smoked, raw",Samples from assorted outlets.,JA,18.3,0.6,0,79,0
16-467,"Cod, flesh only, steamed",Calculated based on dry matter contents in raw and cooked  (23.2% weight loss - haddock in 2013 fish survey),JA,22.8,0.8,0,98,0
16-468,"Cod, flesh only, steamed, weighed with bones and skin",Calculated from 16-467 using edible conversion factor of 0.87,JA,19.9,0.7,0,86,0
16-369,"Cod, in batter, baked","10 samples, 8 products, frozen and chilled",JA,12.3,11.8,19.7,229,2
16-427,"Cod, in batter, fried in dripping, takeaway",Calculated from 16-368 and 16-022,JA,16.8,14.7,10.7,240,1
16-426,"Cod, in batter, fried in rapeseed oil","10 samples, 8 products, calculated from analysed total fat and water content, cod in batter, baked and blended oil",JA,12.6,17.9,19.5,285,1.4
16-428,"Cod, in batter, fried in sunflower oil, takeaway",Calculated from 16-368 and 16-024,J,16.8,14.7,19.5,240,1
16-368,"Cod, in batter, fried, takeaway","10 samples, fried in beef fat or commercial vegetable oil",JA,16.8,14.7,10.7,240,1
16-370,"Cod, in breadcrumbs, baked","10 samples, 8 products",JA,13.7,8.3,19.8,204,0.9
17-163,"Coffee and chicory essence, with water",10g essence with 225ml water,PA,0.1,Tr,2.4,9,2.3
17-632,"Coffee, cappuccino, latte",9 samples as consumed,P,2,0.8,3.2,27,2.4
17-833,"Coffee, infusion, average","As consumed, average of strong and weak infusions",PAC,0.2,Tr,0.3,2,0.3
17-157,"Coffee, infusion, average, with semi-skimmed milk",225ml coffee infusion with 35g semi-skimmed milk,PAC,0.6,0.2,0.7,7,0.7
17-155,"Coffee, infusion, average, with single cream",225ml coffee infusion with 15g single cream,PAC,0.4,1.2,0.3,14,0.3
17-156,"Coffee, infusion, average, with whole milk",225ml coffee infusion with 28g whole milk,PAC,0.5,0.4,0.5,7,0.5
17-153,"Coffee, infusion, strong",Ground and filter coffee; 69g per litre water boiled in percolator and strained,PAC,0.2,Tr,0.3,2,0
17-154,"Coffee, infusion, weak",Ground and filter coffee; 34g per litre water boiled in percolator and strained,PAC,0.2,Tr,0.3,2,0
17-159,"Coffee, instant, made up with water",Calculated from 2g instant coffee to 225ml water,PAC,0,Tr,Tr,Tr,0
17-161,"Coffee, instant, made up with water and semi-skimmed milk",Calculated from 2g instant coffee to 225ml water with 35g semi-skimmed milk,PAC,0.6,0.2,0.7,7,0.7
17-160,"Coffee, instant, made up with water and whole milk",Calculated from 2g instant coffee to 225ml water with 28g whole milk,PAC,0.5,0.4,0.6,8,0.5
17-594,"Coffee, Irish",Recipe,PAC,0.4,8.8,2.7,125,2.5
17-158,"Coffee, powder, instant","10 jars, 2 brands",PAA,14.6,Tr,4.5,75,0
12-546,"Coffeemate, whitener powder",Analysis and manufacturer's data (Carnation),BAR,2.1,34.5,57.3,534,9.4
17-175,Cola,"10 samples, 6 brands",PCA,Tr,0,10.9,41,10.9
17-505,"Cola, diet",Calculated from Cola,PCA,Tr,0,Tr,1,Tr
13-229,"Cole leaves, dried, boiled in unsalted water",10 samples; boiled 2 hours,DG,1.7,0.8,1.2,19,0.9
15-635,"Coleslaw, not low calorie, retail","8 samples, 7 products",DR,0.8,16.3,6,173,6
15-636,"Coleslaw, with reduced calorie dressing, retail","8 samples, 4 products, including economy products",DR,0.9,9.1,6.5,110,6.5
16-429,"Coley, flesh only, baked",Calculated from 16-383 using 26.1% weight loss,JA,24.4,1.5,0,111,0
16-430,"Coley, flesh only, grilled",Calculated from 16-383 using 22.3% weight loss,JA,27.2,1.4,0,105,0
16-431,"Coley, flesh only, poached",Calculated from 16-383 using 27.9% weight loss,JA,25,1.5,0,114,0
16-383,"Coley, flesh only, raw","8 samples, 8 products, frozen and chilled",JA,18,1.1,0,82,0
16-469,"Coley, flesh only, steamed",Calculated from 16-383 using weight loss of 21.8%,JA,23,1.4,0,105,0
16-501,"Coley, flesh only, steamed, weighed with bones and skin",Calculated from steamed 16-469,JA,20.9,1.3,0,95,0
17-729,"Complan powder, original and sweet","Including original, chocolate and vanilla",PAA,15.6,14.7,64.8,438,42.8
17-730,"Complan powder, savoury","Chicken flavour, manufacturer's data",PAA,16.1,15.6,62.5,439,6.2
12-566,"Complan powder, savoury, made up with water",Recipe. Made up according to packet directions,BH,3.6,3.5,13.9,97,1.4
12-568,"Complan powder, sweet, made up with semi-skimmed milk",Recipe. Made up according to packet directions,BH,6.1,4.5,17.8,132,13
12-569,"Complan powder, sweet, made up with skimmed milk",Recipe. Made up according to packet directions,BH,6.1,3.4,17.9,122,13.1
12-567,"Complan powder, sweet, made up with water",Recipe. Made up according to packet directions,BH,3.5,3.3,14.6,98,9.6
12-570,"Complan powder, sweet, made up with whole milk",Recipe. Made up according to packet directions,BH,6.1,6,17.7,145,12.9
15-723,"Coo-coo, homemade","Recipe, West Indian dish. Cornmeal with okra.",DR,2.4,1.8,17.7,99,N
12-501,"Cooking fat, compound, not polyunsaturated","6 samples, 3 products, including Cookeen, Trex, and Crisp 'n' Dry Solid Vegetable Oil",BTM,Tr,100,0,900,0
19-486,"Coq au vin, homemade",Recipe,MR,11,11,3.3,188,0.4
19-571,"Coq au vin, homemade, weighed with bone","Recipe, calculated from 19-486",MR,9,9,2.7,150,0.3
13-818,"Coriander leaves, dried",Literature sources,H,21.8,4.8,41.7,279,N
13-888,"Coriander leaves, fresh",Literature sources,H,2.1,0.5,1.2,18,0.9
13-875,Coriander seeds,Literature sources,H,12.4,17.8,N,N,N
15-724,"Corn fritters, fried in rapeseed oil, homemade",Recipe. West Indian dish. Sweetcorn-based.,DR,5.8,15.2,32.9,287,4.9
15-725,"Corn pudding, homemade",Recipe. West Indian dish. Baked sweetcorn pudding.,DR,4.7,2.9,8.9,78,5.9
17-645,Corn snacks,"6 samples, 4 products, including Wotsits, Monster Munch and own label",SN,6,30.4,60.8,526,5.5
19-572,"Corned beef hash, homemade",Recipe,MR,10.5,5.9,12.3,141,1.9
19-128,"Corned beef, canned","10 samples, 4 brands",MI,25.9,10.9,1,205,1
12-507,Cornetto type ice cream cone,"7 samples, 5 products",BP,3.5,14.4,39.6,292,27.9
19-573,"Cornish pasty, homemade",Recipe,MR,6.7,19.2,27.8,287,2.3
19-466,"Cornish pasty, retail","11 samples, 10 products",MR,7,17.8,24,278,2.1
11-011,"Cornmeal, sifted",Analytical and literature sources,AA,9.4,3.3,73.1,368,N
19-477,"Coronation chicken, homemade",Recipe,MR,16.6,31.4,3.5,362,3.4
19-574,"Coronation chicken, reduced fat, homemade",Recipe,MR,16.6,14.8,4.2,216,2.9
13-628,"Courgette, boiled in unsalted water","11 samples from UK and Spain, ends trimmed. Cut into chunks or slices and boiled for 3-8 minutes",DG,1.3,0.3,1.8,15,1.7
13-668,"Courgette, dried",Calculated from 13-627,DI,23.3,3.6,41.2,280,39.4
13-414,"Courgette, fried in butter",Calculation from fried in corn oil,DG,2.6,4.8,2.6,63,2.5
13-232,"Courgette, fried in corn oil","Ends trimmed, sliced and shallow fried 5 minutes",DG,2.6,4.8,2.6,63,2.5
13-587,"Courgette, fried in rapeseed oil",Calculated from fried in corn oil,DG,2.6,4.8,2.6,63,2.5
13-627,"Courgette, raw","11 samples from UK and Spain, ends trimmed",DG,1.3,0.2,2.3,16,2.2
13-629,"Courgette, roasted in rapeseed oil","11 samples, mixture of UK and Spain, ends trimmed. Cut into chunks or slices, coated with 0.5-1 tbsp fat and roasted for 20 minutes",DG,2,1.9,3.6,39,3.4
15-726,"Courgettes with eggs, homemade",Recipe. Greek dish,DR,3.9,9.7,2.2,112,2
11-902,"Couscous, plain, cooked","8 samples, 8 products, wheat",AT,7.2,1,37.5,178,1
11-901,"Couscous, plain, raw","8 samples, 8 products, wheat",AT,12,2.1,79.2,364,2.3
16-391,"Crab, brown meat, purchased cooked","7 samples, 6 products",JK,18.8,7.8,Tr,145,Tr
16-452,"Crab, canned in brine, drained","6 cans, 2 brands",JK,18.1,0.5,Tr,77,Tr
16-441,"Crab, purchased cooked","Frozen and chilled. Average of brown and white crab meat. Analytical data, 2010-2011",JK,19.7,4.1,Tr,115,Tr
16-470,"Crab, white and brown meat, purchased cooked, weighed with shell",Calculated from brown and white crab meat using 0.44 edible conversion factor,JK,8.6,1.8,Tr,51,Tr
16-392,"Crab, white meat, purchased cooked","7 samples, 6 products",JK,20.5,0.3,Tr,85,Tr
11-1134,"Crackers, wholemeal, homemade",Recipe,AM,9.8,10.5,76.7,421,0.8
14-073,Cranberries,Analysis and literature sources; whole fruit,FA,0.4,0.1,3.4,15,3.4
17-744,Cranberry fruit juice drink,Manufacturers' data and literature,PE,Tr,0,12.1,45,12.1
16-235,"Crayfish, raw",Literature sources,JK,14.9,0.8,0,67,0
11-820,Cream crackers,"10 samples, 6 products",AM,8.9,16.4,69.7,445,1.5
